form_title,form_slug,field_key,field_label,field_type,required,options,help_text,section
"Forms Printing and Stationery","forms-printing-and-stationery","purpleDroneGimbalTcpPacksRequired","Purple - Drone & Gimbal TCP Packs Required - 25/pack (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","orangeSecondHandCameraTcpPacksRequired","Orange - Second Hand Camera TCP Packs Required - 25/pack (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","greenSecondHandLensTcpPacksRequired","Green - Second Hand Lens TCP Packs Required - 25/pack (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","clubTedDlFlyerPacksRequired","ClubTed DL Flyer Packs Required 500/pack - (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","thankYouDlWalletPacksRequired","""Thank You For Shopping"" DL Wallet Packs Required 500/pack - (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","hangsellPacksRequired","Hangsell Packs Required - 50/pack (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","printCreatePriceListPacksRequired","Print & Create Price List Packs Required - 100/pack (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","rentedDlBrochureSleeve","""RenTED DL Brochure"" Sleeve - 50/pack (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","expertsWithKidsBabiesVoucherPad","""Experts with kids, babies and toddlers"" Voucher pad - 50/pack (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","withAnyCameraGet50PrintsVoucherPad","""With any camera get 50 free prints"" Voucher pad - 50/pack (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","giftCardPacksRequired","Gift Card Packs Required - 25/pack (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","staffBusinessCardBoxesRequired","Staff Business Card Boxes Required - 1000/box (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","tedsAcademyBrochureBoxesRequired","Ted's Academy Brochure Boxes Required - 50/box (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","smallPackingBoxesRequired","Small Packing Boxes Required - 25/box (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","mediumPackingBoxesRequired","Medium Packing Boxes Required - 25/box (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","largePackingBoxesRequired","Large Packing Boxes Required - 25/box (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","smallProntoProductLabels","Small Pronto Product Labels 50mmX40mm (Roll)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","largeProntoProductLabels","Large Pronto Product Labels 100mmX50mm (Roll)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","prontoShippingLabels","Pronto Shipping Labels 100mmx150mm (Roll)","number",FALSE,"","",""
"Product Review Committee Voting Form","product-review-committee-voting-form","selectProductOrInitiative","Select from the following product or initiative proposals","radio",TRUE,"(Product) Kondor Blue cable range - HDMI (all sizes and configurations), USB, power cables, audio etc.;(Product) Violet Mae camera straps. Single and dual leather harnesses in black, brown, pink and white.;(Product) Hollyland Mars 4K wireless video transmission system.;(Product) Lexar portable data backup card reader;(Product) Number of Smallrig Accessories (Michael Arenson);(Initiative) Continuous video lighting kit proposal;(Product) Kupo cinema accessories;(Product) Leofoto Cages and accessories flagship store trial;(Product) SmallRig x PotatoJet Quick Setup Tripod;(Product) TTArtisan On-Camera Flash (GN12);(Initiative) Nisi Filter Product Expansion (Standard TrueColour VND, 1/8 Promist Filters)","","Product or Initiative Description"
"Product Review Committee Voting Form","product-review-committee-voting-form","marketNeed","Market Need","radio",TRUE,"1 - No clear market need;2 - Limited market need;3 - Moderate market need;4 - Strong market need;5 - Very strong market need","","Market Demand"
"Product Review Committee Voting Form","product-review-committee-voting-form","marketNeedAdditionalNotes","Additional Notes (Optional)","textarea",FALSE,"","","Market Demand"
"Product Review Committee Voting Form","product-review-committee-voting-form","customerInterest","Customer Interest","radio",TRUE,"1 - No evidence of customer interest;2 - Limited evidence of customer interest;3 - Moderate evidence of customer interest;4 - Strong evidence of customer interest;5 - Very strong evidence of customer interest","","Market Demand"
"Product Review Committee Voting Form","product-review-committee-voting-form","customerInterestAdditionalNotes","Additional Notes (Optional)","textarea",FALSE,"","","Market Demand"
"Product Review Committee Voting Form","product-review-committee-voting-form","uniqueSellingProposition","Unique Selling Proposition","radio",TRUE,"1 - No unique selling proposition;2 - Limited unique selling proposition;3 - Moderate unique selling proposition;4 - Strong unique selling proposition;5 - Very strong unique selling proposition","","Competitive Advantage"
"Product Review Committee Voting Form","product-review-committee-voting-form","uniqueSellingPropositionAdditionalNotes","Additional Notes (Optional)","textarea",FALSE,"","","Competitive Advantage"
"Product Review Committee Voting Form","product-review-committee-voting-form","differentiation","Differentiation","radio",TRUE,"1 - No differentiation from competitors (Multiple competitors);2 - Limited differentiation from competitors;3 - Moderate differentiation from competitors;4 - Strong differentiation from competitors;5 - Very strong differentiation from competitors (No competitors)","","Competitive Advantage"
"Product Review Committee Voting Form","product-review-committee-voting-form","differentiationAdditionalNotes","Additional Notes (Optional)","textarea",FALSE,"","","Competitive Advantage"
"Product Review Committee Voting Form","product-review-committee-voting-form","customerValue","Customer Value","radio",TRUE,"1 - No added value to customers;2 - Limited added value to customers;3 - Moderate added value to customers;4 - Strong added value to customers;5 - Very strong added value to customers","","Competitive Advantage"
"Product Review Committee Voting Form","product-review-committee-voting-form","customerValueAdditionalNotes","Additional Notes (Optional)","textarea",FALSE,"","","Competitive Advantage"
"Product Review Committee Voting Form","product-review-committee-voting-form","supplierAvailability","Supplier Availability","radio",TRUE,"1 - No available suppliers (local or overseas);2 - Limited supplier availability; only overseas or niche suppliers;3 - Moderate availability; mix of overseas suppliers with limited local options;4 - Strong availability; multiple well-established Australian and overseas suppliers;5 - Very strong availability; Available through current supplier(s)","","Supplier Availability"
"Product Review Committee Voting Form","product-review-committee-voting-form","supplierNotes","Supplier Notes: [Provide additional supplier information in applicable]","textarea",FALSE,"","","Supplier Availability"
"Product Review Committee Voting Form","product-review-committee-voting-form","productViable","Do you think this product is viable for Ted's Camera's?","radio",TRUE,"Yes - this product is viable;No - this initiative is not viable","","Your Definitive Vote"
"Product Review Committee Voting Form","product-review-committee-voting-form","productViabilityNotes","Viability Notes: [Provide additional viability information in applicable]","textarea",FALSE,"","","Your Definitive Vote"
"Product Review Committee Voting Form","product-review-committee-voting-form","customerImpactExperience","Will this improve the customer journey, satisfaction, or engagement?","radio",TRUE,"1 - Significant Negative Impact;2 - Minor Negative Impact;3 - Neutral / No Impact;4 - Minor Positive Impact;5 - Significant Positive Impact","","Customer Impact & Experience"
"Product Review Committee Voting Form","product-review-committee-voting-form","customerImpactExperienceAdditionalNotes","Additional Notes (Optional)","textarea",FALSE,"","","Customer Impact & Experience"
"Product Review Committee Voting Form","product-review-committee-voting-form","revenueGrowthSalesPotential","Does the initiative offer clear potential to increase sales or drive higher-value transactions?","radio",TRUE,"1 - Significant Negative Impact;2 - Minor Negative Impact;3 - Neutral / No Impact;4 - Minor Positive Impact;5 - Significant Positive Impact","","Revenue Growth & Sales Potential"
"Product Review Committee Voting Form","product-review-committee-voting-form","revenueGrowthSalesPotentialAdditionalNotes","Additional Notes (Optional)","textarea",FALSE,"","","Revenue Growth & Sales Potential"
"Product Review Committee Voting Form","product-review-committee-voting-form","innovationCompetitiveAdvantage","Does it offer a unique approach or keep us ahead of competitors and trends?","radio",TRUE,"1 - Significant Negative Impact;2 - Minor Negative Impact;3 - Neutral / No Impact;4 - Minor Positive Impact;5 - Significant Positive Impact","","Innovation & Competitive Advantage"
"Product Review Committee Voting Form","product-review-committee-voting-form","innovationCompetitiveAdvantageAdditionalNotes","Additional Notes (Optional)","textarea",FALSE,"","","Innovation & Competitive Advantage"
"Product Review Committee Voting Form","product-review-committee-voting-form","staffImpact","What is the expected impact on staff workload, morale, training needs, or efficiency?","radio",TRUE,"1 - Significant Negative Impact;2 - Minor Negative Impact;3 - Neutral / No Impact;4 - Minor Positive Impact;5 - Significant Positive Impact","","Staff Impact"
"Product Review Committee Voting Form","product-review-committee-voting-form","staffImpactAdditionalNotes","Additional Notes (Optional)","textarea",FALSE,"","","Staff Impact"
"Product Review Committee Voting Form","product-review-committee-voting-form","initiativeViable","Do you think this initiative is viable for Ted's Camera's?","radio",TRUE,"Yes - this initiative is viable;No - this initiative is not viable","","Your Definitive Vote"
"Product Review Committee Voting Form","product-review-committee-voting-form","initiativeViabilityNotes","Viability Notes: [Provide additional viability information in applicable]","textarea",FALSE,"","","Your Definitive Vote"
"Staff Engagement & Training Survey","staff-engagement-training-survey","howConfidentApplyingSkills","How confident do you feel applying the skills learned in our recent training modules?","radio",TRUE,"Very confident;Somewhat confident;Neutral;Somewhat unsure;Not confident at all","","Training Effectiveness & Application"
"Staff Engagement & Training Survey","staff-engagement-training-survey","mostBeneficialAspects","Which aspects of the training have been most beneficial in your daily tasks?","textarea",FALSE,"","","Training Effectiveness & Application"
"Staff Engagement & Training Survey","staff-engagement-training-survey","additionalTrainingNeeded","Are there areas where you feel additional training or resources would be helpful?","textarea",FALSE,"","","Training Effectiveness & Application"
"Staff Engagement & Training Survey","staff-engagement-training-survey","communicationRating","How would you rate communication between your store and head office team members?","radio",TRUE,"Excellent;Good;Fair;Poor;Very Poor","","Communication"
"Staff Engagement & Training Survey","staff-engagement-training-survey","communicationImprovements","Are there ways communication or support from head office could be further improved?","textarea",FALSE,"","","Communication"
"Staff Engagement & Training Survey","staff-engagement-training-survey","connectedPortalChanges","How have you found the recent changes to the Connected Portal?","radio",TRUE,"Very helpful;Somewhat helpful;Neutral;Slightly unhelpful;Not helpful at all","","Connected Portal"
"Staff Engagement & Training Survey","staff-engagement-training-survey","connectedPortalUsageLikelihood","Are you more likely to use the Connected Portal now compared to before the changes?","radio",TRUE,"Much more likely;Somewhat more likely;No change;Somewhat less likely;Much less likely","","Connected Portal"
"Staff Engagement & Training Survey","staff-engagement-training-survey","connectedPortalImprovements","What could make the Connected Portal even more useful for your store?","textarea",FALSE,"","","Connected Portal"
"Staff Engagement & Training Survey","staff-engagement-training-survey","nisiFiltersSuccess","How successful have NISI filters been in meeting customer needs so far?","radio",TRUE,"Very successful;Somewhat successful;Neutral;Somewhat unsuccessful;Not successful at all","","Nisi Products"
"Staff Engagement & Training Survey","staff-engagement-training-survey","nisiProductRangeBolstered","Do you feel that adding products like NISI has bolstered our overall product range?","radio",TRUE,"Strongly agree;Agree;Neutral;Disagree;Strongly disagree","","Nisi Products"
"Staff Engagement & Training Survey","staff-engagement-training-survey","nisiCustomerPositiveResponse","Which aspects of NISI products do customers respond to most positively?","textarea",FALSE,"","","Nisi Products"
"Staff Selling Second Hand Cameras","staff-selling-second-hand-cameras","staffName","Staff Name","text",TRUE,"","Staff who is trading 2nd Hand Equipment",""
"Staff Selling Second Hand Cameras","staff-selling-second-hand-cameras","dateTradedIn","Date Traded In","text",TRUE,"","",""
"Staff Selling Second Hand Cameras","staff-selling-second-hand-cameras","secondHandTradeInRefNumber","Second Hand Trade In Ref Number","text",TRUE,"","Ref Number Eg SH2SYDN40687",""
"Staff Selling Second Hand Cameras","staff-selling-second-hand-cameras","store","Store","text",TRUE,"","",""
"Staff Selling Second Hand Cameras","staff-selling-second-hand-cameras","nameOfManagerWhoApprovedAndProcessed","Name of Manager Who Approved and Processed","text",TRUE,"","",""
"Staff Selling Second Hand Cameras","staff-selling-second-hand-cameras","equipmentBeingSold","Equipment Being Sold","textarea",TRUE,"","",""
"Staff Selling Second Hand Cameras","staff-selling-second-hand-cameras","amounts","Amounts $","currency",TRUE,"","",""
"Staff Selling Second Hand Cameras","staff-selling-second-hand-cameras","sign","Sign","text",TRUE,"","By Signing This document I am declaring that I am the legal owner of these goods and I am transferring ownership to Ted's Camera Stores Vic Pty Ltd",""
"Staff Training Survey","staff-training-survey","typesOfTraining","What types of training do you feel would benefit you the most?","select",TRUE,"Product knowledge (specific camera models, accessories, etc.);Sales techniques;Technical skills (Pronto);Trade-in;Video Camera Training","",""
"Staff Training Survey","staff-training-survey","productKnowledgeConfidence","How confident are you in your current product knowledge?","radio",TRUE,"Very confident;Confident;Neutral;Not very confident;Not confident at all","",""
"Staff Training Survey","staff-training-survey","areasNeedingImprovement","Which areas of product training do you think need improvement?","select",TRUE,"Understanding new camera models;Features and specifications of cameras;Accessories and complementary products;Video camera training","",""
"Staff Training Survey","staff-training-survey","preferredTrainingFormat","What format of training do you prefer?","radio",TRUE,"In-person workshops;Online courses;Printed materials/manuals;Video tutorial","",""
"Staff Training Survey","staff-training-survey","trainingFrequency","How often would you like to receive training updates or sessions?","radio",TRUE,"Bi-weekly;Weekly;Fortnightly;Monthly","",""
"Team Member Recognition Form","team-member-recognition-form","teamMemberName","Team Member Name","text",TRUE,"","","Team Member Being Recognised"
"Team Member Recognition Form","team-member-recognition-form","teamMemberRolePosition","Team Member Role/Position","text",FALSE,"","","Team Member Being Recognised"
"Team Member Recognition Form","team-member-recognition-form","typeOfRecognition","Type of Recognition","select",TRUE,"Following the FOCUS Sales Framework;Outstanding Customer Service;Going Above and Beyond;Team Collaboration;Leadership/Support;Other (please specify)","","Recognition Details"
"Team Member Recognition Form","team-member-recognition-form","descriptionOfRecognition","Description of Recognition","textarea",TRUE,"","Example: ""Describe what the team member did and the impact it had on the customer, team, or store.""","Recognition Details"
"Team Member Recognition Form","team-member-recognition-form","dateOfOccurrence","Date of Occurrence","text",FALSE,"","","Supporting Details (Optional)"
"Team Member Recognition Form","team-member-recognition-form","customerNameOrderNumber","Customer Name/Order Number","text",FALSE,"","(if applicable)","Supporting Details (Optional)"
"Team Member Recognition Form","team-member-recognition-form","additionalComments","Additional Comments","textarea",FALSE,"","Please provide any extra notes, context, or suggestions.","Supporting Details (Optional)"
"Ted's Camera & Dcw - Agm 2026 Rsvp Form","ted-s-camera-dcw-agm-2026-rsvp-form","fullName","Full Name","text",TRUE,"","",""
"Ted's Camera & Dcw - Agm 2026 Rsvp Form","ted-s-camera-dcw-agm-2026-rsvp-form","whichStoreIsYourMainLocation","Which Store is your main location?","text",TRUE,"","",""
"Ted's Camera & Dcw - Agm 2026 Rsvp Form","ted-s-camera-dcw-agm-2026-rsvp-form","areYouAbleToAttend","Are you Able to Attend?","radio",TRUE,"Yes;No","",""
"Ted's Camera & Dcw - Agm 2026 Rsvp Form","ted-s-camera-dcw-agm-2026-rsvp-form","doYouHaveAnyDietaryRestrictions","Do you have any dietary restrictions? Please select all that apply","select",FALSE,"No;Vegetarian;Vegan;Gluten-Free;Dairy-Free;Other ( please specify below )","",""
"Ted's Camera & Dcw - Agm 2026 Rsvp Form","ted-s-camera-dcw-agm-2026-rsvp-form","ifOtherForDietaryRestrictionsSelectedPleaseElaborateBelow","If Other for Dietary Restrictions Selected Please Elaborate Below","textarea",FALSE,"","",""
"Ted's Camera & Dcw - Agm 2026 Rsvp Form","ted-s-camera-dcw-agm-2026-rsvp-form","letUsKnowIsThereIsAnythingElseYouWouldLikeToTellUs","Let us know is there is anything else you would like to tell us. Hope to see you there!","textarea",FALSE,"","",""
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","title","Title","radio",TRUE,"Mr;Mrs;Ms;Miss","","Personal Details"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","firstName","First Name","text",TRUE,"","","Personal Details"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","middleName","Middle Name","text",FALSE,"","","Personal Details"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","surname","Surname","text",TRUE,"","","Personal Details"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","city","City","text",TRUE,"","","Personal Details"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","state","State","radio",TRUE,"VIC;NSW;SA;WA;QLD;TAS","","Personal Details"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","postcode","Postcode","text",TRUE,"","","Personal Details"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","email","Email","text",TRUE,"","","Personal Details"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","phoneNumber","Phone Number","text",TRUE,"","","Personal Details"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","dateOfBirth","Date of Birth","text",TRUE,"","","Personal Details"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","gender","Gender","text",TRUE,"","","Personal Details"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","areYouAnAustralianOrNewZealandCitizenPermanentResident","Are you an Australian or New Zealand citizen / Permanent resident?","radio",TRUE,"Yes;No","","Personal Details"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","doYouHaveAWorkVisa","Do you have a work visa?","radio",FALSE,"Yes;No","",""
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","pleaseUploadACopyOfTheWorkVisaAndYourPassport","Please upload a copy of the Work Visa and your Passport","file",FALSE,"","",""
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","positionAppliedFor","Position Applied For","radio",TRUE,"Sales Assistant;Storeperson;Assistant Manager;Store Manager;Head Office","",""
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","location","Location","text",TRUE,"","",""
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","employmentAvailability","Employment Availability","radio",TRUE,"Casual;Part Time;Full time","",""
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","availableStartDate","Available Start Date","text",TRUE,"","",""
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","haveYouPreviouslyBeenEmployedWithTeds","Have you previously been employed with Teds?","radio",TRUE,"Yes;No","",""
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","pleaseProvideDetailsLocationRoleReasonsForLeavingStartEndDates","Please provide details: Location, Role, Reasons for leaving, Start / End Dates","textarea",FALSE,"","",""
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","country","Country","text",FALSE,"","","Equal Employment Opportunity"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","nationality","Nationality","text",FALSE,"","","Equal Employment Opportunity"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","isEnglishYourFirstLanguage","Is English your first language?","radio",FALSE,"Yes;No;N/A","","Equal Employment Opportunity"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","isWasEnglishYourMothersFirstLanguage","Is (was) English your Mother's first language?","radio",FALSE,"Yes;No;N/A","","Equal Employment Opportunity"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","isWasEnglishYourFathersFirstLanguage","Is (was) English your Father's first language?","radio",FALSE,"Yes;No;N/A","","Equal Employment Opportunity"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","areYouOfAboriginalOrigin","Are you of Aboriginal origin?","radio",FALSE,"Yes;No","","Equal Employment Opportunity"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","areYouATorresStraitIslanderOrigin","Are you a Torres Strait Islander origin?","radio",FALSE,"Yes;No","","Equal Employment Opportunity"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","doYouHaveADisability","Do you have a disability?","radio",FALSE,"Yes;No","","Equal Employment Opportunity"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","pleaseIndicateHowTheWorkplaceMightBeAdjustedToOvercomeAnyBarriersThatMayAffectYourPerformance","Please indicate how the workplace might be adjusted to overcome any barriers that may affect your performance","textarea",FALSE,"","","Equal Employment Opportunity"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","doYouHaveAnyPhysicalConditionWhichCouldAffectYourAbilityToPerformTheDutiesOfThePositionForWhichYouAreApplying","Do you have any physical condition which could affect your ability to perform the duties of the position for which you are applying?","radio",FALSE,"Yes;No","","Equal Employment Opportunity"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","pleaseProvideDetailsPhysicalCondition","Please provide details","textarea",FALSE,"","","Equal Employment Opportunity"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","couldAPreExistingConditionBeAggravatedByTasksYouMayBeRequiredToPerform","Could a pre-existing condition be aggravated by tasks you may be required to perform?","radio",FALSE,"Yes;No","","Equal Employment Opportunity"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","pleaseProvideDetailsPreExistingCondition","Please provide details","textarea",FALSE,"","","Equal Employment Opportunity"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","iHaveReadAndUnderstoodThisDeclaration","I have read and understood this declaration","radio",TRUE,"Yes","","Applicant's Declaration"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","areYouUnder18Years","Are you under 18 years?","radio",TRUE,"Yes;No","","Police Check"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","completedPoliceCheckForm","Completed Police Check Form","file",FALSE,"","","Police Check"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","selfieDocument","Selfie Document","file",FALSE,"","A head shot of yourself holding photo ID (eg. Driver's licence) next to your face – the photo must be clear to read and in colour","Police Check"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","commencementIdDocument","Commencement ID Document","file",FALSE,"","Submit if you are under 18 years","Police Check"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","primaryIdDocument","Primary ID Document","file",FALSE,"","Submit if you are under 18 years","Police Check"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","secondaryIdDocument1","Secondary ID Document 1","file",FALSE,"","Submit if you are under 18 years","Police Check"
"Ted's Cameras Application Form - Needs Editing","ted-s-cameras-application-form-needs-editing","secondaryIdDocument2","Secondary ID Document 2","file",FALSE,"","Submit if you are under 18 years","Police Check"
"Ted's Cameras Employee Banking Details Form","ted-s-cameras-employee-banking-details-form","accountHoldersName","Account Holder's Name","text",TRUE,"","",""
"Ted's Cameras Employee Banking Details Form","ted-s-cameras-employee-banking-details-form","bankName","Bank Name","text",TRUE,"","",""
"Ted's Cameras Employee Banking Details Form","ted-s-cameras-employee-banking-details-form","branchAddress","Branch Address","textarea",TRUE,"","",""
"Ted's Cameras Employee Banking Details Form","ted-s-cameras-employee-banking-details-form","bankAccountScreenshot","Please upload bank account number here","file",TRUE,"","Please upload a screenshot or photo of your bank account details. Your full name and bank account should be visible. Ensure no account balances information is visible in your screenshot.",""
"Ted's Cameras Employee Banking Details Form","ted-s-cameras-employee-banking-details-form","signature","Signature","text",TRUE,"","Please sign your Signature acknowledging the information you provided is true and correct",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","eventName","What is your event called?","text",TRUE,"","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","date","Date","text",TRUE,"","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","startAndFinishTime","Start and Finish Time","text",TRUE,"","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","locationMeetingPlace","Location/Meeting Place","text",TRUE,"","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","courseDescription","Course Description","textarea",TRUE,"","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","whatWillTheStudentsLearn","What will the students learn? (in dot point for please)","textarea",TRUE,"","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","whatDoesTheCustomerNeedToBring","What does the customer need to bring? (in dot point form please)","textarea",FALSE,"","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","isThereABreakForFood","Is there a break for food? Is food provided?","radio",TRUE,"No;Yes there is a break, but food is not provided;Yes there is a break, food is provided","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","isThereAnOfferForAttendees","Is there an offer for those that attend the event?","textarea",FALSE,"","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","whichTedsIsHostingTheEvent","Which Ted's is hosting the event?","radio",TRUE,"Ted's Academy ACT;Ted's Academy NSW;Ted's Academy QLD;Ted's Academy SA;Ted's Academy VIC;Ted's Academy WA;Ted's World of Imaging","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","isEventBeingHostedAnywhereElse","Is this event being hosted anywhere else/do the suppliers want to host it in another state?","textarea",FALSE,"","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","coursePriceSuggestion","Course Price Suggesion","currency",TRUE,"","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","studentQty","Student Qty","number",TRUE,"","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","whichTedsStaffWillBeAttending","Which Ted's staff will be attending?","textarea",TRUE,"","It's recommended to have 1 Staff member or Brand Rep per 5 customers depending on the event",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","headBannerPhotograph","Is there a particular photograph you would like for the head banner on the events page? Please upload if so.","file",FALSE,"","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","supplierRepContactInformation","Who is the Rep from the supplier? Please supply their contact information","textarea",TRUE,"","",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","areThereExpensesWhoIsPaying","Are there any expenses involved with this event? Who is paying for it?","textarea",FALSE,"","Its recommended for each event to have $60-$90 of advertising spend to get attendance",""
"Teds Events Submission Form for Humanitix","teds-events-submission-form-for-humanitix","anyOtherNotes","Any other notes?","textarea",FALSE,"","",""
"Ted's Cameras Social Media Content Submission Form","ted-s-cameras-social-media-content-submission-form","yourName","Your Name","text",TRUE,"","",""
"Ted's Cameras Social Media Content Submission Form","ted-s-cameras-social-media-content-submission-form","storeDepartment","Store / Department","radio",TRUE,"Adelaide;Brisbane;Canberra Centre;Canberra Civic;Chadstone;Chatswood;Doncaster;Fountain Gate;Innaloo;Maroochydore;Melbourne;Mt Gravatt;Pacific Fair;Perth;Sydney;Other","",""
"Ted's Cameras Social Media Content Submission Form","ted-s-cameras-social-media-content-submission-form","briefDescriptionOfTheContent","Brief description of the content","textarea",TRUE,"","",""
"Ted's Cameras Social Media Content Submission Form","ted-s-cameras-social-media-content-submission-form","uploadYourContentHere","Upload your content here","file",TRUE,"","",""
"Ted's Cameras Social Media Content Submission Form","ted-s-cameras-social-media-content-submission-form","doYouHaveASuggestedCaptionOrHashtag","Do you have a suggested caption or hashtag?","text",FALSE,"","",""
"Ted's Cameras Social Media Content Submission Form","ted-s-cameras-social-media-content-submission-form","whatsYourInstagramHandle","What's your Instagram handle?","text",FALSE,"","",""
